"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
11,"Ashis","not vetted","Eze, Nkiruka D and Mateus, Céu and Cravo Oliveira Hashiguchi, Tiago","Telemedicine in the oecd: an umbrella review of clinical and cost-effectiveness, patient experience and implementation.","Plos one","2020","10.1371/journal.pone.0237585 ","Introduction: patients and policy makers alike have high expectations for the use of digital technologies as tools to improve health care service quality at a sustainable cost. Many countries within the organisation for economic co-operation and development (oecd) are investing in telemedicine initiatives, and a large and growing body of peer-reviewed studies on the topic has developed, as a consequence. Nonetheless, telemedicine is still not used at scale within the oecd. Seeking to provide a snapshot of the evidence on the use of telemedicine in the oecd, this umbrella review of systematic reviews summarizes findings on four areas of policy relevance: clinical and cost-effectiveness, patient experience, and implementation. Methods: this review followed a prior written, unregistered protocol. Four databases (pubmed/medline, crd, and cochrane library) were searched for systematic reviews or meta-analyses published between january 2014 and february 2019. Based on the inclusion criteria, 98 systematic reviews were selected for analysis. Due to substantial heterogeneity, a meta-analysis was not conducted. The quality of included reviews was assessed using the amstar 2 tool. Results: most reviews (n = 53) focused on effectiveness, followed by cost-effectiveness (n = 18), implementation (n = 17) and patient experience (n = 15). Eighty-three percent of clinical effectiveness reviews found telemedicine at least as effective as face-to-face care, and thirty-nine percent of cost-effectivenss reviews found telemedicine to be cost saving or cost-effective. Patients reported high acceptance of telemedicine and the most common barriers to implementation were usability and lack of reimbursement. However, the methodological quality of most reviews was low to critically low which limits generalizability and applicability of findings. Conclusion: this umbrella review finds that telemedicine interventions can improve glycemic control in diabetic patients; reduce mortality and hospitalization due to chronic heart failure; help patients manage pain and increase their physical activity; improve mental health, diet quality and nutrition; and reduce exacerbations associated with respiratory diseases like asthma. In certain disease and specialty areas, telemedicine may be a less effective way to deliver care. While there is evidence that telemedicine can be cost-effective, generalizability is hindered by poor quality and reporting standards. This umbrella review also finds that patients report high levels of acceptance and satisfaction with telemedicine interventions, but that important barriers to wider use remain.","English",NA,"15",2
12,"Ashis","not vetted","Lewkowicz, Daniel and Wohlbrandt, Attila and Boettinger, Erwin","Economic impact of clinical decision support interventions based on electronic health records.","Bmc health services research","2020","10.1186/s12913-020-05688-3 ","Background: unnecessary healthcare utilization, non-adherence to current clinical guidelines, or insufficient personalized care are perpetual challenges and remain potential major cost-drivers for healthcare systems around the world. Implementing decision support systems into clinical care is promised to improve quality of care and thereby yield substantial effects on reducing healthcare expenditure. In this article, we evaluate the economic impact of clinical decision support (cds) interventions based on electronic health records (ehr). Methods: we searched for studies published after 2014 using medline, central, web of science, ebsco, and tufts cea registry databases that encompass an economic evaluation or consider cost outcome measures of ehr based cds interventions. Thereupon, we identified best practice application areas and categorized the investigated interventions according to an existing taxonomy of front-end cds tools. Results and discussion: twenty-seven studies are investigated in this review. Of those, twenty-two studies indicate a reduction of healthcare expenditure after implementing an ehr based cds system, especially towards prevalent application areas, such as unnecessary laboratory testing, duplicate order entry, efficient transfusion practice, or reduction of antibiotic prescriptions. On the contrary, order facilitators and undiscovered malfunctions revealed to be threats and could lead to new cost drivers in healthcare. While high upfront and maintenance costs of cds systems are a worldwide implementation barrier, most studies do not consider implementation cost. Finally, four included economic evaluation studies report mixed monetary outcome results and thus highlight the importance of further high-quality economic evaluations for these cds systems. Conclusion: current research studies lack consideration of comparative cost-outcome metrics as well as detailed cost components in their analyses. Nonetheless, the positive economic impact of ehr based cds interventions is highly promising, especially with regard to reducing waste in healthcare.","English","Behavioral economics and Clinical decision support and Economic evaluation and Electronic health record","20",2
13,"Ashis","not vetted","Ghani, Zartashia and Jarl, Johan and Sanmartin Berglund, Johan and Andersson, Martin and Anderberg, Peter","The cost-effectiveness of mobile health (mhealth) interventions for older adults: systematic review.","International journal of environmental research and public health","2020","10.3390/ijerph17155290 ","The objective of this study was to critically assess and review empirical evidence on the cost-effectiveness of mobile health (mhealth) interventions for older adults. We systematically searched databases such as pubmed, scopus, and cumulative index to nursing and allied literature (cinahl) for peer-reviewed economic evaluations published in english from 2007 to 2018. We extracted data on methods and empirical evidence (costs, effects, incremental cost-effectiveness ratio) and assessed if this evidence supported the reported findings in terms of cost-effectiveness. The consolidated health economic evaluation reporting standards (cheers) checklist was used to assess the reporting quality of the included studies. Eleven studies were identified and categorized into two groups: complex smartphone communication and simple text-based communication. Substantial heterogeneity among the studies in terms of methodological approaches and types of intervention was observed. The cost-effectiveness of complex smartphone communication interventions cannot be judged due to lack of information. Limited evidence of cost-effectiveness was found for interventions related to simple text-based communications. Comprehensive economic evaluation studies are warranted to assess the cost-effectiveness of mhealth interventions designed for older adults.","English","*aged and *cost-benefit analysis and *economic evaluation and *gerontechnology and *telemedicine","17",2
14,"Ashis","not vetted","Valenzuela Espinoza, Alexis and Steurbaut, Stephane and Dupont, Alain and Cornu, Pieter and van Hooff, Robbert-Jan and Brouns, Raf and Putman, Koen","Health economic evaluations of digital health interventions for secondary prevention in stroke patients: a systematic review.","Cerebrovascular diseases extra","2019","10.1159/000496107 ","Background: in the first 5 years after their stroke, about a quarter of patients will suffer from a recurrent stroke. Digital health interventions facilitating interactions between a caregiver and a patient from a distance are a promising approach to improve patient adherence to lifestyle changes proposed by secondary prevention guidelines. Many of these interventions are not implemented in daily practice, even though efficacy has been shown. One of the reasons can be the lack of clear economic incentives for implementation. We propose to map all health economic evidence regarding digital health interventions for secondary stroke prevention. Summary: we performed a systematic search according to prisma-p guidelines and searched on pubmed, web of science, cochrane, and national institute for health research economic evaluation database. Only digital health interventions for secondary prevention in stroke patients were included and all study designs and health economic outcomes were accepted. We combined the terms ""stroke or cardiovascular,"" ""secondary prevention,"" ""digital health interventions,"" and ""cost"" in one search string using the and operator. The search performed on april 20, 2017 yielded 163 records of which 26 duplicates were removed. After abstract screening, 20 articles were retained for full-text analysis, of which none reported any health economic evidence that could be included for analysis or discussion. Key messages: there is a lack of evidence on health economic outcomes on digital health interventions for secondary stroke prevention. Future research in this area should take health economics into consideration when designing a trial and there is a clear need for health economic evidence and models.","eng","Digital health interventions and Health economics of stroke and Secondary prevention and Stroke and Telemedicine","9",1
15,"Ashis","not vetted","Farabi, Hiro and Rezapour, Aziz and Jahangiri, Reza and Jafari, Abdosaleh and Rashki Kemmak, Asma and Nikjoo, Shima","Economic evaluation of the utilization of telemedicine for patients with cardiovascular disease: a systematic review.","Heart failure reviews","2020","10.1007/s10741-019-09864-4 ","Cardiovascular disease is one of the major causes of mortality in the world, with high human and financial burdens on communities. Telemedicine is a tool for providing services for patients that are difficult to access or in need of immediate care. The aim of this study was to systematically review economic evaluation studies that compared telemedicine with usual care for cardiovascular patients. A systematic review was conducted according to preferred reporting items for systematic reviews and meta-analyses guidelines and related articles published up to december 2018 were searched in different databases (pubmed, embase, scopus, global health, google scholar, magiran, sid). The articles were selected based on inclusion and exclusion criteria. Consolidated health economic evaluation reporting standards statement checklist was used to qualitatively evaluate the papers. Overall, 20 articles were included in the study. The studies used quality-adjusted life years to measure outcomes. The highest and lowest values of incremental cost-effectiveness ratio were $515,082 and $2099 that had been reported in the uk and new zealand, respectively. Most of the items of the checklist were reported and the quality of most of the studies was excellent and very good. According to the results, telemedicine improves the clinical outcomes and results in considerable saving in costs. Utilizing telemedicine concurrent with the usual care for service delivery is more cost-effective. The reviewed studies had been conducted in high-income countries, hence, it is essential to be cautious when generalizing the results and applying them in health systems policymaking.","English","*Cardiovascular disease and *Cost-benefit analysis and *Economic evaluation and *Systematic review and *Telemedicine","25",2
16,"Ashis","not vetted","Sharma, Priyank and Nguyen, Bichchau M. and Yang, Fei-Shiuann C.","A patient-centric cost analysis of store-and-forward teledermatology.","International journal of dermatology","2020","10.1111/ijd.14653 ",NA,"English",NA,"59",2
17,"Ashis","not vetted","Luhnen, Miriam and Prediger, Barbara and Neugebauer, Edmund A. M. and Mathes, Tim","Systematic reviews of economic evaluations in health technology assessment: a review of characteristics and applied methods.","International journal of technology assessment in health care","2018","10.1017/S0266462318000624 ","Objectives: when making decisions in health care, it is essential to consider economic evidence about an intervention. The objective of this study was to analyze the methods applied for systematic reviews of health economic evaluations (sr-hes) in hta and to identify common challenges. Methods: we manually searched the web pages of hta organizations and included hta-reports published since 2015. Prerequisites for inclusion were the conduct of an sr-he in at least one electronic database and the use of the english, german, french, or spanish language. Methodological features were extracted in standardized tables. We prepared descriptive statistical (e.g., median, range) measures to describe the applied methods. Data were synthesized in a structured narrative way. Results: eighty-three reports were included in the analysis. We identified inexplicable heterogeneity, particularly concerning literature search strategy, data extraction, assessment of quality, and applicability. Furthermore, process steps were often missing or reported in a nontransparent way. The use of a standardized data extraction form was indicated in one-third of reports (32 percent). Fifty-four percent of authors systematically appraised included studies. In 10 percent of reports, the applicability of included studies was assessed. Involvement of two reviewers was rarely reported for the study selection (43 percent), data extraction (28 percent), and quality assessment (39 percent). Conclusions: the methods applied for sr-hes in hta and their reporting quality are very heterogeneous. Efforts toward a detailed, standardized guidance for the preparation of sr-hes definitely seem necessary. A general harmonization and improvement of the applied methodology would increase the value of sr-he for decision makers.","English","Economic evaluation and Health technology assessment and Reimbursement and Systematic review","34",2
18,"Ashis","not vetted","Ullah, Waqas and Pathan, Sana Khan and Panchal, Ankur and Anandan, Swapna and Saleem, Kaiser and Sattar, Yasar and Ahmad, Ejaz and Mukhtar, Maryam and Nawaz, Haq","Cost-effectiveness and diagnostic accuracy of telemedicine in macular disease and diabetic retinopathy: a systematic review and meta-analysis.","Medicine","2020","10.1097/MD.0000000000020306 ","Objective: to determine cost-effectiveness and the diagnostic accuracy of teleophthalmology (to) in the detection of macular edema (me) and various grades of diabetic retinopathy (dr). Methods: medline, embase, and cochrane databases were searched for to, me, and dr on may 25, 2016. The search was updated on april 2, 2019. Pooled sensitivity and specificity for me and various grades of dr were determined using meta-disc software. A systematic review of the articles discussing the cost-effectiveness of to screening was also performed. Results: thirty-three articles on the diagnostic accuracy and 28 articles on the cost-effectiveness were selected. Conclusions: telescreening is moderately sensitive but very specific for the diagnosis of diabetic retinopathy. Non-mydriatic teleretinal screening services are cost-effective, decrease clinics workload, and increase patient compliance if provided free of cost in remote low socioeconomic regions.","English","diabetic retinopathy; macular edema; teleophthalmology","99",2
19,"Ashis","not vetted","Akiyama, Miki and Yoo, Byung-Kwang","A systematic review of the economic evaluation of telemedicine in japan.","Journal of preventive medicine and public health = yebang uihakhoe chi","2016","10.3961/jpmph.16.043 ","Objectives: there is no systematic review on economic evaluations of telemedicine in japan, despite over 1000 trials implemented. Our systematic review aims to examine whether japan's telemedicine is cost-saving or cost-effective, examine the methodological rigorousness of the economic evaluations, and discuss future studies needed to improve telemedicine's financial sustainability. Methods: we searched five databases, including two japanese databases, to find peer-reviewed articles published between january 1, 2000 and december 31, 2014 in english and japanese that performed economic evaluations of japan's telemedicine programs. The methodological rigorousness of the economic analyses was assessed with a well-established checklist. We calculated the benefit-to-cost ratio (bcr) when a reviewed study reported related data but did not report the bcr. All cost values were adjusted to 2014 us dollars. Results: among the 17 articles identified, six studies reported on settings connecting physicians for specialist consultations, and eleven studies on settings connecting healthcare providers and patients at home. There are three cost-benefit analyses and three cost-minimization analyses. The remaining studies measured the benefit of telemedicine only, using medical expenditure saved or users' willingness-to-pay. There was substantial diversity in the methodological rigorousness. Studies on teledermatology and teleradiology indicated a favorable level of economic efficiency. Studies on telehomecare gave mixed results. One cost-benefit analysis on telehomecare indicated a low economic efficiency, partly due to public subsidy rules, e.g., a too short budget period. Conclusions: overall, telemedicine programs in japan were indicated to have a favorable level of economic efficiency. However, the scarcity of the economic literature indicates the need for further rigorous economic evaluation studies.","eng","*Cost-benefit analysis and *Economic evaluation and *Telehealth and *Telemedicine","49",1
20,"Ashis","not vetted","Hrynyschyn, Robert and Dockweiler, Christoph and Iltner, Jessica and Hornberg, Claudia","[Teleconsultation for vascular- and diabetes-associated chronic wounds : a systematic review of health-related and economic implications].","Der hautarzt; zeitschrift fur dermatologie, venerologie, und verwandte gebiete","2020","10.1007/s00105-019-04498-x ","Background: in addition to lowering the quality of life of those affected, long periods of treatment and high recurrence rates of chronic wounds cause major economic costs for health care systems. Furthermore, inadequate health care and undersupply of care can be observed in germany. Thus, new forms of care such as teleconsultation are being discussed increasingly. Recent changes in the remuneration system and macerations in the ban of remote treatment support those trends. Methods: a�systematic review was conducted in july 2018 using pubmed and central databases for randomized controlled trials between 2008 and 2018. Only randomized clinical trials in which patients with chronic wound who received treatment and follow-up by teleconsultation using information and communication technology to share data were included. In total, 6�international clinical trials were identified. Results: regarding the current state of research, there is no definite evidence that teleconsultation can improve the care of chronic wound patients. Most likely, wound healing time was positively influenced. No correlation was found between mortality and hospitalizations when teleconsultation was used. Conclusion: on the basis of the included studies, the evidence for the care of chronic wounds by teleconsultation is unclear. Further research is needed to examine the health-related and economic benefits of teleconsultation to support integration into health care systems.","ger","Innovation transfer and New treatment forms and Remote consultation and Telemedicine and Wound healing","71",1
21,"Ashis","not vetted","Smith, Amelia and Barry, Michael","Combining health technology assessment and health technology management to deliver cost-effective prescribing and cost containment - the irish experience.","Expert review of pharmacoeconomics & outcomes research","2020","10.1080/14737167.2020.1822739 ","Introduction health technology assessment (hta) is a widely used process to systematically evaluate the properties, effects, and impacts of health technology, with the main purpose of informing policymaking in healthcare. However, to ensure optimal use of scarce healthcare budgets, there is a need to look beyond hta - to post-reimbursement health technology management (htm). Areas covered this review aims to describe the significant impact hta, in combination with htm, has made to the cost-effective prescribing and cost-containment in ireland. This review will cover a number of specific examples, such as; specific reimbursement criteria for sacubitril/valsartan (entresto (r)) and evolocumab (repatha (r)), the introduction of a reimbursement application system for lidocaine 5% medicated plaster (versatis (r)), and the introduction of 'preferred' biosimilars for patent-expired biologic medicines. Expert opinion healthcare payers are increasingly recognizing the benefits of htm particularly when used in conjunction with hta. This review highlights several examples whereby significant cost-savings can be made through htm of not only new drugs but also drugs which are already available on the market.","English","Health technology assessment and drug utilization and health economics and health technology management and pharmacoeconomics","20",2
