"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
11,"Ashis","not vetted","Jiang, Shuihua and Xiang, Jie and Gao, Xiuming and Guo, Kaijin and Liu, Baohua","The comparison of telerehabilitation and face-to-face rehabilitation after total knee arthroplasty: a systematic review and meta-analysis.","Journal of telemedicine and telecare","2018","10.1177/1357633X16686748 ","Introduction the objective of this study was to assess the efficacy of telerehabilitation for patients after total knee arthroplasty (tka) compared with face-to-face rehabilitation. Methods medline, scopus, google scholar, embase, springer, science direct, and cochrane databases were searched electronically. Relevant journals and references of studies included were hand-searched for randomized controlled trials (rcts) regarding the efficacy of telerehabilitation on functional recovery in patients after tka. Two reviewers independently performed data extraction and quality assessment. Data were analysed using revman 5.3 software and stata 12.0 software. Results four rcts involving 442 patients were included in the meta-analysis. Overall, compared with face-to-face rehabilitation, telerehabilitation could achieve comparable pain relief (mean difference = 0.52; 95% confidence interval (ci) = -0.20 to 1.24; p = 0.16) and better western ontario and mcmaster universities osteoarthritis index improvement (mean difference = 1.13; 95% ci = 0.23 to 2.02; p = 0.014). In addition, telerehabilitation treatment resulted in a significantly higher extension range ( p < 0.00001) and quadriceps strength ( p = 0.0002) than face-to-face rehabilitation. Discussion telerehabilitation should be recommended for patients after tka because of its comparable pain control and better improvement of functional recovery as compared to face-to-face rehabilitation.","English","Telerehabilitation and face-to-face rehabilitation and functional recovery and meta-analysis and total knee arthroplasty (TKA)","24",2
12,"Ashis","not vetted","Berton, Alessandra and Longo, Umile Giuseppe and Candela, Vincenzo and Fioravanti, Sara and Giannone, Lucia and Arcangeli, Valeria and Alciati, Viviana and Berton, Claudia and Facchinetti, Gabriella and Marchetti, Anna and Schena, Emiliano and De Marinis, Maria Grazia and Denaro, Vincenzo","Virtual reality, augmented reality, gamification, and telerehabilitation: psychological impact on orthopedic patients' rehabilitation.","Journal of clinical medicine","2020","10.3390/jcm9082567 ","Background: remote virtual rehabilitation aroused growing interest in the last decades, and its role has gained importance following the recent spread of covid19 pandemic. The advantages of virtual reality (vr), augmented reality (ar), gamification, and telerehabilitation have been demonstrated in several medical fields. In this review, we searched the literature for studies using these technologies for orthopedic rehabilitation and analyzed studies' quality, type and field of rehabilitation, patients' characteristics, and outcomes to describe the state of the art of vr, ar, gamification, and telerehabilitation for orthopedic rehabilitation. Methods: a comprehensive search on pubmed, medline, cochrane, cinahl, and embase databases was conducted. This review was performed according to prisma guidelines. Studies published between 2015 and 2020 about remote virtual rehabilitations for orthopedic patients were selected. The methodological index for non-randomized studies (minors) and cochrane risk-of-bias assessment tool were used for quality assessment. Results: 24 studies (9 randomized controlled trials (rcts) and 15 non-randomized studies) and 2472 patients were included. Studies mainly concern telerehabilitation (56%), and to a lesser extent vr (28%), ar (28%), and gamification (16%). Remote virtual technologies were used following knee and hip arthroplasty. The majority of included patients were between 40 and 60 years old and had a university degree. Remote virtual rehabilitation was not inferior to face-to-face therapy, and physical improvements were demonstrated by increased clinical scores. Orthopedic virtual remote rehabilitation decreased costs related to transports, hospitalizations, and readmissions. Conclusion: the heterogeneity of included studies prevented a meta-analysis of their results. Age and social context influence adaptability to technology, and this can modify compliance to treatment and outcomes. A good relationship between patient and physiotherapist is essential for treatment compliance and new technologies are useful to maintain clinical interactions remotely. Remote virtual technologies allow the delivery of high-quality care at reduced costs. This is a necessity given the growing demand for orthopedic rehabilitation and increasing costs related to it. Future studies need to develop specific and objective methods to evaluate the clinical quality of new technologies and definitively demonstrate advantages of vr, ar, gamification, and telerehabilitation compared to face-to face orthopedic rehabilitation.","English","ankle and augmented reality and elbow and femur and foot and gamification and hand and hip and humerus and knee and orthopedic and physiotherapy and rehabilitation and remote rehabilitation and shoulder and spine and telerehabilitation and virtual reality and virtual rehabilitation and wrist","9",2
13,"Ashis","not vetted","Paskins, Z. and Crawford-Manning, F. and Bullock, L. and Jinks, C.","Identifying and managing osteoporosis before and after covid-19: rise of the remote consultation?","Osteoporosis international : a journal established as result of cooperation between and the european foundation for osteoporosis and the national osteoporosis foundation of and the usa","2020","10.1007/s00198-020-05465-2 ","The covid-19 pandemic is influencing methods of healthcare delivery. In this short�review, we discuss the evidence for remote healthcare delivery in the context of osteoporosis. Introduction: the covid-19 pandemic has undoubtedly had, and will continue to have, a significant impact on the lives of people living with, and at risk of, osteoporosis and those caring for them. With osteoporosis outpatient and fracture liaison services on pause, healthcare organisations have already moved to delivering new and follow-up consultations remotely, where staffing permits, by telephone or video. Methods: in this review, we consider different models of remote care delivery, the evidence for their use, and the possible implications of covid-19 on osteoporosis services. Results: telemedicine is a global term used to describe any use of telecommunication systems to deliver healthcare from a distance and encompasses a range of different scenarios from remote clinical data transfer to remote clinician-patient interactions. Across a range of conditions and contexts, there remains unclear evidence on the acceptability of telemedicine and the effect on healthcare costs. Within the context of osteoporosis management, there is some limited evidence to suggest telemedicine approaches are acceptable to patients but unclear evidence on whether telemedicine approaches support informed drug adherence. Gaps in the evidence pertain to the acceptability and benefits of using telemedicine in populations with hearing, cognitive, or visual impairments and in those with limited health literacy. Conclusion: there is an urgent need for further health service evaluation and research to address the impact of remote healthcare delivery during covid-19 outbreak on patient care, and in the longer term, to identify acceptability and cost- and clinical-effectiveness of remote care delivery on outcomes of relevance to people living with osteoporosis.","English","COVID-19 and FLS and Osteoporosis and Telemedicine","31",1
14,"Ashis","not vetted","Almathami, Hassan Khader Y. and Win, Khin Than and Vlahu-Gjorgievska, Elena","Barriers and facilitators that influence telemedicine-based, real-time, online consultation at patients' homes: systematic literature review.","Journal of medical internet research","2020","10.2196/16407 ","Background: health care providers are adopting information and communication technologies (icts) to enhance their services. Telemedicine is one of the services that rely heavily on icts to enable remote patients to communicate with health care professionals; in this case, the patient communicates with the health care professional for a follow-up or for a consultation about his or her health condition. This communication process is referred to as an e-consultation. In this paper, telemedicine services refer to health care services that use icts, which enable patients to share, transfer, and communicate data or information in real time (ie, synchronous) from their home with a care provider-normally a physician-at a clinical site. However, the use of e-consultation services can be positively or negatively influenced by external or internal factors. External factors refer to the environment surrounding the system as well as the system itself, while internal factors refer to user behavior and motivation. Objective: this review aims to investigate the barriers and the facilitators that influence the use of home consultation systems in the health care context. This review also aims to identify the effectiveness of home online health consultation (hohc) systems in improving patients' health as well as their satisfaction with the systems. Methods: we conducted a systematic literature review to search for articles-empirical studies-about online health consultation in four digital libraries: scopus, association for computing machinery, pubmed, and web of science. The database search yielded 2518 articles; after applying the inclusion and exclusion criteria, the number of included articles for the final review was 45. A qualitative content analysis was performed to identify barriers and facilitators to hohc systems, their effectiveness, and patients' satisfaction with them. Results: the systematic literature review identified several external and internal facilitators and barriers to hohc systems that were used in the creation of a hohc framework. The framework consists of four requirements; the framework also consists of 17 facilitators and eight barriers, which were further categorized as internal and external influencers on hohc. Conclusions: patients from different age groups and with different health conditions benefited from remote health services. Hohc via video conferencing was effective in delivering online treatment and was well-accepted by patients, as it simulated in-person, face-to-face consultation. Acceptance by patients increased as a result of online consultation facilitators that promoted effective and convenient remote treatment. However, some patients preferred face-to-face consultation and showed resistance to online consultation. Resistance to online consultation was influenced by some of the identified barriers. Overall, the framework identified the facilitators and barriers that positively and negatively influenced the uptake of hohc systems, respectively.","English","*barriers and *eHealth and *electronic consultation and *facilitators and *mHealth and *mobile health and *online consultation and *video conferencing","22",2
15,"Ashis","not vetted","Lin, Lewei Allison and Casteel, Danielle and Shigekawa, Erin and Weyrich, Meghan Soulsby and Roby, Dylan H and McMenamin, Sara B","Telemedicine-delivered treatment interventions for substance use disorders: a systematic review.","Journal of substance abuse treatment","2019","10.1016/j.jsat.2019.03.007 ","With increased negative impacts from opioid and other substance use disorders in the us, it is important for treatments to not only be effective, but also accessible to patients. Treatment delivery via telemedicine, specifically, the use of videoconferencing, which allows real time communication between a patient and a clinician at a distant site, has been shown to be an effective approach for increasing reach and access to treatments for mental health disorders and other chronic illnesses. This systematic review identified and summarized studies examining the effectiveness of telemedicine interventions to deliver treatment for patients with substance use disorders. Out of 841 manuscripts that met our search criteria, 13 studies met the inclusion criteria. Studies covered interventions for nicotine, alcohol and opioid use disorders. They varied widely in size, quality, and in the comparison groups examined. Studies examined both delivery of psychotherapy and medication treatments. Most studies suggested telemedicine interventions were associated with high patient satisfaction and are an effective alternative, especially when access to treatment is otherwise limited. However, there were substantial methodological limitations to the research conducted to date. Further studies are needed, including larger scale randomized studies that examine different models of telemedicine that can be integrated into existing healthcare delivery settings, to increase the use of effective treatments for patients with substance use disorders.","eng","*Alcohol and *Medication assisted treatment and *Nicotine and *Opioid and *Psychotherapy and *Substance use disorder and *Telehealth and *Telemedicine","101",1
16,"Ashis","not vetted","Adamse, Corine and Dekker-Van Weering, Marit G. H. and van Etten-Jamaludin, Faridi S. and Stuiver, Martijn M.","The effectiveness of exercise-based telemedicine on pain, physical activity and quality of life in the treatment of chronic pain: a systematic review.","Journal of telemedicine and telecare","2018","10.1177/1357633X17716576 ","Introduction: the aim of this study was to systematically review the evidence on the effectiveness of exercise-based telemedicine in chronic pain. Methods: we searched the cochrane, pubmed, medline, embase, cinahl and pedro databases from 2000 to 2015 for randomised controlled trials, comparing exercise-based telemedicine intervention to no intervention or usual care in adults with chronic pain. Primary outcome data were pooled using random effect meta-analysis. Primary outcomes were pain, physical activity (pa), limitations in activities of daily living (adl) and quality of life (qol). Secondary outcomes were barriers, facilitators and usability of telemedicine. Results: sixteen studies were included. Meta-analyses were performed in three subgroups of studies with comparable control conditions. Telemedicine versus no intervention showed significantly lower pain scores (md -0.57, 95% ci -0.81; -0.34), but not for telemedicine versus usual care (md -0.08, 95% ci -0.41; 0.26) or in addition to usual care (md -0.25, 95% ci -1.50; 1.00). Telemedicine compared to no intervention showed non-significant effects for pa (md 19.93 min/week, 95% ci -5.20; 45.06) and significantly diminished adl limitations (smd -0.20, 95% ci -0.29; -0.12). No differences were found for telemedicine in addition to usual care for pa or for adl (smd 0.16, 95% ci -0.66; 0.34). Telemedicine versus usual care showed no differences for adl (smd 0.08, 95% ci -0.37; 0.53). No differences were found for telemedicine compared to the three control groups for qol. Limited information was found on the secondary outcomes. Conclusions: exercise-based telemedicine interventions do not seem to have added value to usual care. As substitution of usual care, telemedicine might be applicable but due to limited quality of the evidence, further exploration is needed for the rapidly developing field of telemedicine.","English","Systematic review and activities of daily living and chronic pain and exercise-based telemedicine and physical activity and quality of life and rehabilitation","24",2
17,"Ashis","not vetted","Portnoy, Jay M and Pandya, Aarti and Waller, Morgan and Elliott, Tania","Telemedicine and emerging technologies for health care in allergy/immunology.","The journal of allergy and clinical immunology","2020","10.1016/j.jaci.2019.12.903 ","Telemedicine (tm) has become a popular method of accessing medical services between providers and patients and is viewed as a cost-effective alternative to more traditional episodic face-to-face encounters. Tm overcomes 2 barriers that patients face when seeking health care: distance and time. It is as effective as in-person visits for outpatient treatment of asthma, and it is a convenient way to provide inpatient consultations for patients when the allergist practices outside of the hospital. Tm also has been used to manage patients with asthma in schools. Patients tend to be as satisfied with tm or they prefer tm over in-person visits, but infrequently they do prefer in-person visits. In addition to virtual visits using tm, there are several emerging technologies that are relevant to the practice of allergy/immunology including electronic diaries (eg, symptoms and medication use), wearable technology (eg, to monitor activity and vital signs), remote patient monitoring (eg, environmental exposures and medication adherence) as well as electronic medical records augmented with clinical decision support. We believe that the use of tm, particularly when combined with information technologies such as electronic health records, has the potential to cause a transformational change in the way care is delivered by altering the process of interaction between patient and provider. Tm addresses the shortage of allergy specialists in rural and underserved urban communities and facilitates patient access to allergy services. As patients take more control of their health care, use of tm is likely to increase because a large part of the move to adopt tm is driven by patient preference.","eng","*Telemedicine and *e-consults and *facilitated visit and *remote patient monitoring and *store & forward and *virtual visit","145",1
18,"Ashis","not vetted","Schröder, Jonas and van Criekinge, Tamaya and Embrechts, Elissa and Celis, Xanthe and Van Schuppen, Jolien and Truijen, Steven and Saeys, Wim","Combining the benefits of tele-rehabilitation and virtual reality-based balance training: a systematic review on feasibility and effectiveness.","Disability and rehabilitation. Assistive technology","2019","10.1080/17483107.2018.1503738 ","Purpose: a motivational surrounding is desirable in stroke rehabilitation considering the need to train repetitively to improve balance, even after discharge from rehabilitation facilities. This review aims to investigate whether it is feasible to combine virtual reality (vr) which allows exercising in game-like environments with tele-rehabilitation in a community-dwelling stroke population. Methods: literature searches were conducted in five databases, for example, pubmed and the cochrane library. Randomized controlled trial (rct) and non-rct investigating feasibility and effectiveness of vr-based tele-rehabilitation were included. Based on the risk of bias and study design, methodological quality is ranked according to the grade guidelines. Results: seven studies (n = 120) were included, of which four are rcts. Evidence regarding therapy adherence and perceived enjoyment of vr, as well as a cost-benefit of tele-rehabilitation emphasizes feasibility. Equal effects are reported comparing this approach to a therapist-supervised intervention in the clinical setting on balance and functional mobility. Conclusions: tele-rehabilitation could be a promising tool to overcome burdens that restrict accessibility to rehabilitation in the future. Vr can increase motivation allowing longer and more training sessions in community-dwelling stroke survivors. Therefore, combining the benefits of both approaches seems convenient. Although evidence is still sparse, functional improvements seem to be equal compared to a similar intervention with therapist-supervision in the clinic, suggesting that for cost-efficient rehabilitation parts of therapy can be transferred to the homes. Implications for rehabilitation the use of tele-rehabilitation could be a promising tool to overcome burdens that restrict the access of stroke survivors to long-term rehabilitative care. Vr-based interventions are game-like and therefore seem to provide a motivational environment which allows longer exercise sessions and greater adherence to therapy.","eng","*Stroke and *balance and *rehabilitation and *tele-rehabilitation and *virtual reality","14",1
19,"Ashis","not vetted","Brouwers, R. W. M. and van Exel, H. J. and van Hal, J. M. C. and Jorstad, H. T. and de Kluiver, E. P. and Kraaijenhagen, R. A. and Kuijpers, P. M. J. C. and van der Linde, M. R. and Spee, R. F. and Sunamura, M. and Uszko-Lencer, N. H. M. K. and Vromen, T. and Wittekoek, M. E. and Kemps, H. M. C.","Cardiac telerehabilitation as an alternative to centre-based cardiac rehabilitation.","Netherlands heart journal : monthly journal of the netherlands society of cardiology and and the netherlands heart foundation","2020","10.1007/s12471-020-01432-y ","Multidisciplinary cardiac rehabilitation (cr) reduces morbidity and mortality and increases quality of life in cardiac patients. However, cr utilisation rates are low, and targets for secondary prevention of cardiovascular disease are not met in the majority of patients, indicating that secondary prevention programmes such as cr leave room for improvement. Cardiac telerehabilitation (ctr) may resolve several barriers that impede cr utilisation and sustainability of its effects. In ctr, one or more modules of cr are delivered outside the environment of the hospital or cr centre, using monitoring devices and remote communication with patients. Multidisciplinary ctr is a�safe and at least equally (cost-)effective alternative to centre-based cr, and is therefore recommended in a�recent addendum to the dutch multidisciplinary cr guidelines. In this article, we describe the background and core components of this addendum on ctr, and discuss its implications for clinical practice and future perspectives.","English","Cardiac rehabilitation and Cardiac telerehabilitation and Chronic heart failure and Coronary artery disease and Telemonitoring","28",2
20,"Ashis","not vetted","Kruse, Clemens Scott and Lee, Kimberly and Watson, Jeress B. and Lobo, Lorraine G. and Stoppelmoor, Ashton G. and Oyibo, Sabrina E.","Measures of effectiveness, efficiency, and quality of telemedicine in the management of alcohol abuse, addiction, and rehabilitation: systematic review.","Journal of medical internet research","2020","10.2196/13252 ","Background: more than 18 million americans are currently suffering from alcohol use disorder (aud): a compulsive behavior of alcohol use as a result of a chronic, relapsing brain disease. With alcohol-related injuries being one of the leading causes of preventable deaths, there is a dire need to find ways to assist those suffering from alcohol dependence. There still exists a gap in knowledge as to the potential of telemedicine in improving health outcomes for those patients suffering from aud. Objective: the purpose of this systematic review was to evaluate the measures of effectiveness, efficiency, and quality that result from the utilization of telemedicine in the management of alcohol abuse, addiction, and rehabilitation. Methods: this review was conducted utilizing the preferred reporting items for systematic reviews and meta-analyses guidelines. The articles used in this analysis were gathered using keywords inclusive of both telemedicine and alcohol abuse, which were then searched in the cumulative index to nursing and allied health literature, cochrane, and medline (pubmed) databases. A total of 22 articles were chosen for analysis. Results: the results indicated that telemedicine reduced alcohol consumption. Other common outcomes included reduced depression (4/35, 11%), increased patient satisfaction (3/35, 9%), increase in accessibility (3/35, 9%), increased quality of life (2/35, 6%), and decreased cost (1/35, 3%). Interventions included mobile health (11/22, 50%), electronic health (6/22, 27%), telephone (3/33, 14%), and 2-way video (2/22, 9%). Studies were conducted in 3 regions: the united states (13/22, 59%), the european union (8/22, 36%), and australia (1/22, 5%). Conclusions: telemedicine was found to be an effective tool in reducing alcohol consumption and increasing patients' accessibility to health care services or health providers. The group of articles for analysis suggested that telemedicine may be effective in reducing health care costs and improving the patient's quality of life. Although telemedicine shows promise as an effective way to manage alcohol-related disorders, it should be further investigated before implementation.","English","*alcohol abuse and *alcohol use disorder and *mHealth and *rehabilitation and *telehealth and *telemedicine","22",2
21,"Ashis","not vetted","Temesgen, Zelalem M and DeSimone, Daniel C and Mahmood, Maryam and Libertin, Claudia R and Varatharaj Palraj, Bharath Raj and Berbari, Elie F","Health care after the covid-19 pandemic and the influence of telemedicine.","Mayo clinic proceedings","2020","10.1016/j.mayocp.2020.06.052 ",NA,"eng",NA,"95",1
22,"Ashis","not vetted","Gentry, Melanie T. and Lapid, Maria, I and Clark, Matthew M. and Rummans, Teresa A.","Evidence for telehealth group-based treatment: a systematic review.","Journal of telemedicine and telecare","2019","10.1177/1357633X18775855 ","Background: interest in the use of telehealth interventions to increase access to healthcare services is growing. Group-based interventions have the potential to increase patient access to highly needed services. The aim of this study was to systematically review the available literature on group-based video teleconference services. Methods: the english-language literature was searched using ovid medline, pubmed, psycinfo and cinahl for terms related to telehealth, group therapy and support groups. Abstracts were reviewed for relevance based on inclusion criteria. Multiple study types were reviewed, including open-label, qualitative and randomised controlled trial study designs. Data were compiled regarding participants, study intervention and outcomes. Specific areas of interest were the feasibility of and satisfaction with telehealth technology, as well as the effect of video teleconference delivery on group dynamics, including therapeutic alliance. Results: forty published studies met the inclusion criteria and were included in the review. Six were randomised controlled trials. Among the studies, there was a broad range of study designs, participants, group interventions and outcome measures. Video teleconference groups were found to be feasible and resulted in similar treatment outcomes to in-person groups. However, few studies were designed to demonstrate noninferiority of video teleconference groups compared with in-person groups. Studies that examined group process factors showed small decreases in therapeutic alliance in the video teleconference participants. Conclusions: video teleconference groups are feasible and produce outcomes similar to in-person treatment, with high participant satisfaction despite technical challenges. Additional research is needed to identify optimal methods of video teleconference group delivery to maximise clinical benefit and treatment outcomes.","English","Group psychotherapy and group therapy and support groups and telehealth and telemedicine and videoconference","25",2
23,"Ashis","not vetted","de Thurah, Annette and Bremander, Ann and Primdahl, Jette","High-quality rmd rehabilitation and telehealth: evidence and clinical practice.","Best practice & research in clinical rheumatology","2020","10.1016/j.berh.2020.101513 ","Within rheumatology, telehealth is essential to modern rehabilitation due to the demographic development with more and more elderly people. At present, telehealth solutions are used as part of the rehabilitation process in assessment, interventions and evaluation. Telehealth interventions are as effective as conventional follow-ups or self-management assessments, but the evidence on the effect is still sparse. Telehealth interventions seem to support a physically active lifestyle in the short term. In general, telehealth solutions are well received by patients, but the development must be based on user involvement, behaviour theory and the world health organisation principles of creating health literate organisations in order to ensure usability, effectiveness and further implementation. (C) 2020 elsevier ltd. All rights reserved.","English","*Health literacy and *Rehabilitation and *Rheumatology and *Telehealth","34",2
